individual_id,ancestry,ses_score,ses_quartile,high_vulnerability
IND_00136,AMR,0.46457992560478734,Q2_LowVuln,0
IND_00137,SAS,0.5966829204864443,Q3_MedVuln,0
IND_00138,EUR,0.6628787224075465,Q3_MedVuln,0
IND_00139,SAS,0.4344023888090675,Q2_LowVuln,0
IND_00140,AFR,0.5414036912393339,Q3_MedVuln,0
IND_00141,EUR,0.5081402414912708,Q3_MedVuln,0
IND_00142,EAS,0.3407430082087434,Q2_LowVuln,0
IND_00143,EAS,0.43711990349245494,Q2_LowVuln,0
IND_00144,EAS,0.06162876996423669,Q1_LowestVuln,0
IND_00145,AMR,0.4730527985407212,Q2_LowVuln,0
IND_00146,AFR,0.7928100234098238,Q4_HighestVuln,1
IND_00147,EUR,0.4645231064609337,Q2_LowVuln,0
IND_00148,EUR,0.7169358000675735,Q3_MedVuln,0
IND_00149,EUR,0.37875745984648373,Q2_LowVuln,0
IND_00150,AMR,0.9529661944279556,Q4_HighestVuln,1
IND_00151,EAS,0.12429073385249477,Q1_LowestVuln,0
IND_00152,SAS,0.5297192453699702,Q3_MedVuln,0
IND_00153,AFR,0.7638133545956262,Q4_HighestVuln,1
IND_00154,EUR,0.7803236280571672,Q4_HighestVuln,1
IND_00155,AFR,0.7208892357381801,Q3_MedVuln,0
IND_00156,EUR,0.19373326326004198,Q1_LowestVuln,0
IND_00157,AFR,0.3641189870477786,Q2_LowVuln,0
IND_00158,AFR,0.3361500963090388,Q2_LowVuln,0
IND_00159,AFR,0.3182561295805966,Q2_LowVuln,0
IND_00160,EUR,0.5714893655006033,Q3_MedVuln,0
IND_00161,AFR,0.3989931265783483,Q2_LowVuln,0
IND_00162,AMR,0.67804097597362,Q3_MedVuln,0
IND_00163,EAS,0.4326045626028543,Q2_LowVuln,0
IND_00164,EUR,0.527016610773095,Q3_MedVuln,0
IND_00165,EUR,0.3369568954698553,Q2_LowVuln,0
IND_00166,AFR,0.59755903996154,Q3_MedVuln,0
IND_00167,AFR,0.5946265040130817,Q3_MedVuln,0
IND_00168,EAS,0.2608546449860029,Q2_LowVuln,0
IND_00169,AFR,0.6420892448588292,Q3_MedVuln,0
IND_00170,EAS,0.5760987900404214,Q3_MedVuln,0
IND_00171,EAS,0.44922523652774665,Q2_LowVuln,0
IND_00172,EAS,0.5063558613277575,Q3_MedVuln,0
IND_00173,SAS,0.5319266484138222,Q3_MedVuln,0
IND_00174,AMR,0.7896784273709602,Q4_HighestVuln,1
IND_00175,EAS,0.06938279603492507,Q1_LowestVuln,0
IND_00176,AFR,0.2259973178084512,Q1_LowestVuln,0
IND_00177,AFR,0.49679272852471873,Q2_LowVuln,0
IND_00178,EAS,0.7583027615616059,Q4_HighestVuln,1
IND_00179,AMR,0.4807981468608819,Q2_LowVuln,0
IND_00180,SAS,0.6673890511550972,Q3_MedVuln,0
IND_00181,AFR,0.637719135485825,Q3_MedVuln,0
IND_00182,AMR,0.7112941740595979,Q3_MedVuln,0
IND_00183,EAS,0.3854888422841053,Q2_LowVuln,0
IND_00184,AFR,0.28719216272147124,Q2_LowVuln,0
IND_00185,SAS,0.8068959098164632,Q4_HighestVuln,1
IND_00186,EAS,0.16783870072124987,Q1_LowestVuln,0
IND_00187,EAS,0.26947081213853935,Q2_LowVuln,0
IND_00188,AMR,0.8482701393537787,Q4_HighestVuln,1
IND_00189,EAS,0.16575689367953236,Q1_LowestVuln,0
IND_00190,AFR,0.7269090718298991,Q3_MedVuln,0
IND_00191,AFR,0.5677163953504015,Q3_MedVuln,0
IND_00192,AFR,0.7476227741929331,Q3_MedVuln,0
IND_00193,EAS,0.4285536042063098,Q2_LowVuln,0
IND_00194,EAS,0.5557716462766109,Q3_MedVuln,0
IND_00195,SAS,0.2185775803780244,Q1_LowestVuln,0
IND_00196,AFR,0.668495961318364,Q3_MedVuln,0
IND_00197,EAS,0.3383622151866185,Q2_LowVuln,0
IND_00198,AMR,0.4572816294249653,Q2_LowVuln,0
IND_00199,AFR,0.9160845577822532,Q4_HighestVuln,1
IND_00200,EAS,0.1831255703110454,Q1_LowestVuln,0
IND_00201,SAS,0.10140429790943271,Q1_LowestVuln,0
IND_00202,EUR,0.5768889058897106,Q3_MedVuln,0
IND_00203,SAS,0.44709586867402934,Q2_LowVuln,0
IND_00204,SAS,0.6906712330073606,Q3_MedVuln,0
IND_00205,AMR,0.7074553813999694,Q3_MedVuln,0
IND_00206,SAS,0.45675051815754575,Q2_LowVuln,0
IND_00207,AFR,0.6367325188557651,Q3_MedVuln,0
IND_00208,AFR,0.3820041734531906,Q2_LowVuln,0
IND_00209,SAS,0.5516108416502863,Q3_MedVuln,0
IND_00210,AMR,0.6232097490844247,Q3_MedVuln,0
IND_00211,EUR,0.43794331993918195,Q2_LowVuln,0
IND_00212,EAS,0.21670788887289053,Q1_LowestVuln,0
IND_00213,AFR,0.2913062237752694,Q2_LowVuln,0
IND_00214,EUR,0.5856138760604537,Q3_MedVuln,0
IND_00215,SAS,0.429358849244347,Q2_LowVuln,0
IND_00216,EUR,0.30941851857975866,Q2_LowVuln,0
IND_00217,EUR,0.25601871675033405,Q2_LowVuln,0
IND_00218,AMR,0.638457148783256,Q3_MedVuln,0
IND_00219,EUR,0.2403710093964105,Q1_LowestVuln,0
IND_00220,AMR,0.5894360362974429,Q3_MedVuln,0
IND_00221,EAS,0.32585166275463107,Q2_LowVuln,0
IND_00222,AFR,0.7931619903245416,Q4_HighestVuln,1
IND_00223,EAS,0.5191577900424403,Q3_MedVuln,0
IND_00224,EUR,0.3369414541768407,Q2_LowVuln,0
IND_00225,EAS,0.07723669711089302,Q1_LowestVuln,0
IND_00226,SAS,0.5984300045627612,Q3_MedVuln,0
IND_00227,AMR,0.8225787780767803,Q4_HighestVuln,1
IND_00228,EAS,0.22053469664727032,Q1_LowestVuln,0
IND_00229,AFR,0.5024665317890586,Q3_MedVuln,0
IND_00230,SAS,0.49078816304747735,Q2_LowVuln,0
IND_00231,SAS,0.6260895728473175,Q3_MedVuln,0
IND_00232,SAS,0.25288318446568586,Q2_LowVuln,0
IND_00233,AMR,0.7379227126091709,Q3_MedVuln,0
IND_00234,EAS,0.2903797819183135,Q2_LowVuln,0
IND_00235,AFR,0.4888377422513024,Q2_LowVuln,0
IND_00236,AFR,0.5147869242447489,Q3_MedVuln,0
IND_00237,SAS,0.4863162115765213,Q2_LowVuln,0
IND_00238,AFR,0.7613751867472938,Q4_HighestVuln,1
IND_00239,EUR,0.11615832479969934,Q1_LowestVuln,0
IND_00240,SAS,0.8832395024685354,Q4_HighestVuln,1
IND_00241,AMR,0.2948491143961624,Q2_LowVuln,0
IND_00242,AFR,0.7258581726345797,Q3_MedVuln,0
IND_00243,AFR,0.43557975394985066,Q2_LowVuln,0
IND_00244,EAS,0.009189117884329892,Q1_LowestVuln,0
IND_00245,EAS,0.441020236177205,Q2_LowVuln,0
IND_00246,EUR,0.8117149551009085,Q4_HighestVuln,1
IND_00247,EUR,0.25331618143546664,Q2_LowVuln,0
IND_00248,AFR,0.5882449813173679,Q3_MedVuln,0
IND_00249,SAS,0.5259907091922646,Q3_MedVuln,0
IND_00250,AFR,0.640038838923131,Q3_MedVuln,0
IND_00251,AFR,0.37673615115766956,Q2_LowVuln,0
IND_00252,EAS,0.3503899214521536,Q2_LowVuln,0
IND_00253,EUR,0.23081620042474627,Q1_LowestVuln,0
IND_00254,AFR,0.7713111650506769,Q4_HighestVuln,1
IND_00255,AMR,0.796975957838565,Q4_HighestVuln,1
IND_00256,AFR,0.8150926179978277,Q4_HighestVuln,1
IND_00257,AMR,0.678133748248007,Q3_MedVuln,0
IND_00258,EAS,0.6997697872476625,Q3_MedVuln,0
IND_00259,AMR,0.6674026754619573,Q3_MedVuln,0
IND_00260,SAS,0.46371093910674066,Q2_LowVuln,0
IND_00261,EUR,0.3654698637662676,Q2_LowVuln,0
IND_00262,EUR,0.489074184309423,Q2_LowVuln,0
IND_00263,EUR,0.09609077739608964,Q1_LowestVuln,0
IND_00264,EUR,0.427780870179949,Q2_LowVuln,0
IND_00265,EAS,0.3724398330403014,Q2_LowVuln,0
IND_00266,AMR,0.8785866453776342,Q4_HighestVuln,1
IND_00267,EUR,0.2584195301779963,Q2_LowVuln,0
IND_00268,SAS,0.8170314993702145,Q4_HighestVuln,1
IND_00269,AFR,0.7942115102767977,Q4_HighestVuln,1
IND_00270,AFR,0.40659256599468896,Q2_LowVuln,0
IND_00271,EUR,0.4221286579132843,Q2_LowVuln,0
IND_00272,AFR,0.8654156329420897,Q4_HighestVuln,1
IND_00273,SAS,0.5168770475555043,Q3_MedVuln,0
IND_00274,SAS,0.38590161082019114,Q2_LowVuln,0
IND_00275,EAS,0.38766253428149305,Q2_LowVuln,0
IND_00276,EAS,0.6224155855039167,Q3_MedVuln,0
IND_00277,AFR,0.3476511007518354,Q2_LowVuln,0
IND_00278,SAS,0.6776881637410141,Q3_MedVuln,0
IND_00279,AFR,0.6295874223559633,Q3_MedVuln,0
IND_00280,AFR,0.5222757336534183,Q3_MedVuln,0
IND_00281,EUR,0.14084737300675607,Q1_LowestVuln,0
IND_00282,SAS,0.6280438670649425,Q3_MedVuln,0
IND_00283,AMR,0.4370162241788227,Q2_LowVuln,0
IND_00284,AFR,0.5781698846173798,Q3_MedVuln,0
IND_00285,EAS,0.701034874998736,Q3_MedVuln,0
IND_00286,EAS,0.12456510972763428,Q1_LowestVuln,0
IND_00287,EAS,0.6053463793683108,Q3_MedVuln,0
IND_00288,SAS,0.6786859075748807,Q3_MedVuln,0
IND_00289,SAS,0.3525549580431135,Q2_LowVuln,0
IND_00290,AFR,0.6825628766894938,Q3_MedVuln,0
IND_00291,EAS,0.49128546314953475,Q2_LowVuln,0
IND_00292,SAS,0.6491373364008463,Q3_MedVuln,0
IND_00293,AFR,0.8577456457833668,Q4_HighestVuln,1
IND_00294,EUR,0.3605203580764617,Q2_LowVuln,0
IND_00295,AMR,0.605005410048755,Q3_MedVuln,0
IND_00296,AMR,0.4994941773021155,Q2_LowVuln,0
IND_00297,AFR,0.6052012831009415,Q3_MedVuln,0
IND_00298,AMR,0.5104639353048469,Q3_MedVuln,0
IND_00299,AMR,0.41787137086476966,Q2_LowVuln,0
IND_00300,EAS,0.5424929806949895,Q3_MedVuln,0
IND_00301,AFR,0.4371868553632525,Q2_LowVuln,0
IND_00302,EUR,0.9299667290505761,Q4_HighestVuln,1
IND_00303,EAS,0.2560225866561957,Q2_LowVuln,0
IND_00304,AFR,0.8486258744725246,Q4_HighestVuln,1
IND_00305,AFR,0.7208468953332543,Q3_MedVuln,0
IND_00306,AFR,0.8571874824304073,Q4_HighestVuln,1
IND_00307,EAS,0.7587875713868026,Q4_HighestVuln,1
IND_00308,EUR,0.24153929880605665,Q1_LowestVuln,0
IND_00309,EUR,0.6043479320499681,Q3_MedVuln,0
IND_00310,AFR,0.8307140356674841,Q4_HighestVuln,1
IND_00311,EUR,0.3828904152261323,Q2_LowVuln,0
IND_00312,EUR,0.6474155712375049,Q3_MedVuln,0
IND_00313,EUR,0.40237616526247866,Q2_LowVuln,0
IND_00314,EUR,0.5739778065356723,Q3_MedVuln,0
IND_00315,EAS,0.36895766381202644,Q2_LowVuln,0
IND_00316,EAS,0.6206766195551108,Q3_MedVuln,0
IND_00317,AFR,0.8417007647272715,Q4_HighestVuln,1
IND_00318,AFR,0.782037627764879,Q4_HighestVuln,1
IND_00319,EUR,0.753771677637094,Q4_HighestVuln,1
IND_00320,AFR,0.8112539808767789,Q4_HighestVuln,1
IND_00321,AFR,0.5692478721980346,Q3_MedVuln,0
IND_00322,EUR,0.21590802231876713,Q1_LowestVuln,0
IND_00323,EAS,0.29590484885202945,Q2_LowVuln,0
IND_00324,EAS,0.43761925068389845,Q2_LowVuln,0
IND_00325,AFR,0.8527337117639001,Q4_HighestVuln,1
IND_00326,EAS,0.34070494612036184,Q2_LowVuln,0
IND_00327,EAS,0.625286933616887,Q3_MedVuln,0
IND_00328,AMR,0.8390224304407631,Q4_HighestVuln,1
IND_00329,SAS,0.42864322991566406,Q2_LowVuln,0
IND_00330,AMR,0.6174953135140142,Q3_MedVuln,0
IND_00331,AFR,0.7557701470685625,Q4_HighestVuln,1
IND_00332,EAS,0.07311241468607838,Q1_LowestVuln,0
IND_00333,AMR,0.6660419115711621,Q3_MedVuln,0
IND_00334,AFR,0.8531070419034604,Q4_HighestVuln,1
IND_00335,EUR,0.2145787749967696,Q1_LowestVuln,0
IND_00336,EAS,0.46835001335308374,Q2_LowVuln,0
IND_00337,AFR,0.3732896282036057,Q2_LowVuln,0
IND_00338,EUR,0.4269215350753655,Q2_LowVuln,0
IND_00339,EUR,0.70919528414569,Q3_MedVuln,0
IND_00340,EUR,0.7522531614177457,Q4_HighestVuln,1
IND_00341,EUR,0.10050565723595192,Q1_LowestVuln,0
IND_00342,EAS,0.4329053161269144,Q2_LowVuln,0
IND_00343,SAS,0.7082714655359135,Q3_MedVuln,0
IND_00344,AFR,0.8370038801743064,Q4_HighestVuln,1
IND_00345,EAS,0.1983318941019359,Q1_LowestVuln,0
IND_00346,AFR,0.6472304093549399,Q3_MedVuln,0
IND_00347,EAS,0.5221005777389043,Q3_MedVuln,0
IND_00348,EUR,0.3923425335119302,Q2_LowVuln,0
IND_00349,EUR,0.42641961421725066,Q2_LowVuln,0
IND_00350,AMR,0.17040922791637866,Q1_LowestVuln,0
IND_00351,AFR,0.806448912944957,Q4_HighestVuln,1
IND_00352,AFR,0.5266927283408668,Q3_MedVuln,0
IND_00353,SAS,0.31244915909021154,Q2_LowVuln,0
IND_00354,AFR,0.745798091972232,Q3_MedVuln,0
IND_00355,EUR,0.21867675572577075,Q1_LowestVuln,0
IND_00356,AFR,0.47397545143648073,Q2_LowVuln,0
IND_00357,EUR,0.17554768378091368,Q1_LowestVuln,0
IND_00358,AFR,0.5382371931565975,Q3_MedVuln,0
IND_00359,AFR,0.4079210364909393,Q2_LowVuln,0
IND_00360,AMR,0.5497582947260278,Q3_MedVuln,0
IND_00361,AFR,0.5297101905433845,Q3_MedVuln,0
IND_00362,AFR,0.7924976516224306,Q4_HighestVuln,1
IND_00363,EAS,0.5954833974830103,Q3_MedVuln,0
IND_00364,AMR,0.2550072889651156,Q2_LowVuln,0
IND_00365,EAS,0.5071720566044665,Q3_MedVuln,0
IND_00366,AFR,0.40717875159613903,Q2_LowVuln,0
IND_00367,EUR,0.22518842290403257,Q1_LowestVuln,0
IND_00368,AMR,0.46720572666659016,Q2_LowVuln,0
IND_00369,SAS,0.6457200636460958,Q3_MedVuln,0
IND_00370,AFR,0.6634576303525248,Q3_MedVuln,0
IND_00371,AMR,0.8733794861619463,Q4_HighestVuln,1
IND_00372,EAS,0.5051980452888978,Q3_MedVuln,0
IND_00373,EAS,0.6112936501941926,Q3_MedVuln,0
IND_00374,SAS,0.3780779215745509,Q2_LowVuln,0
IND_00375,AFR,0.37942627432505155,Q2_LowVuln,0
IND_00376,AFR,0.5995949643003443,Q3_MedVuln,0
IND_00377,EUR,0.15665354878654675,Q1_LowestVuln,0
IND_00378,AFR,0.6691177317997556,Q3_MedVuln,0
IND_00379,AMR,0.7054914388600051,Q3_MedVuln,0
IND_00380,SAS,0.6900129737879295,Q3_MedVuln,0
IND_00381,SAS,0.17939762744355126,Q1_LowestVuln,0
IND_00382,EUR,0.6200413849115988,Q3_MedVuln,0
IND_00383,AFR,0.7380856650356021,Q3_MedVuln,0
IND_00384,EAS,0.06649453801888844,Q1_LowestVuln,0
IND_00385,AMR,0.405399329717882,Q2_LowVuln,0
IND_00386,SAS,0.34910886015633624,Q2_LowVuln,0
IND_00387,EAS,0.20196812230265124,Q1_LowestVuln,0
IND_00388,AFR,0.907901899147849,Q4_HighestVuln,1
IND_00389,SAS,0.43299485470596855,Q2_LowVuln,0
IND_00390,SAS,0.3012870659614621,Q2_LowVuln,0
IND_00391,AMR,0.8013755718206216,Q4_HighestVuln,1
IND_00392,AMR,0.6838796412922571,Q3_MedVuln,0
IND_00393,SAS,0.7658617244036339,Q4_HighestVuln,1
IND_00394,EUR,0.5176154821754725,Q3_MedVuln,0
IND_00395,AFR,0.5152512036601256,Q3_MedVuln,0
IND_00396,EAS,0.21463977895245376,Q1_LowestVuln,0
IND_00397,AMR,0.31640744760304984,Q2_LowVuln,0
IND_00398,AFR,0.7000731357028882,Q3_MedVuln,0
IND_00399,EAS,0.2567120552570175,Q2_LowVuln,0
IND_00400,SAS,0.6285036444933427,Q3_MedVuln,0
IND_00401,AMR,0.988238604662232,Q4_HighestVuln,1
IND_00402,EUR,0.38113282372948365,Q2_LowVuln,0
IND_00403,EAS,0.23809081019519537,Q1_LowestVuln,0
IND_00404,EAS,0.5541173046931988,Q3_MedVuln,0
IND_00405,AMR,0.16990181327712364,Q1_LowestVuln,0
IND_00406,AFR,0.8484948147873606,Q4_HighestVuln,1
IND_00407,AFR,0.5065969731543881,Q3_MedVuln,0
IND_00408,EUR,0.3996603353316487,Q2_LowVuln,0
IND_00409,AFR,0.6734479600581632,Q3_MedVuln,0
IND_00410,EAS,0.20744484573097655,Q1_LowestVuln,0
IND_00411,AFR,0.6491495117375449,Q3_MedVuln,0
IND_00412,AMR,0.5656956092252774,Q3_MedVuln,0
IND_00413,EUR,0.2344896710238602,Q1_LowestVuln,0
IND_00414,EUR,0.4533388039454939,Q2_LowVuln,0
IND_00415,AFR,0.9241975362711897,Q4_HighestVuln,1
IND_00416,EUR,0.2003042801899933,Q1_LowestVuln,0
IND_00417,SAS,0.4877917885836147,Q2_LowVuln,0
IND_00418,AMR,0.5497480043313168,Q3_MedVuln,0
IND_00419,AMR,0.8683555559583783,Q4_HighestVuln,1
IND_00420,EUR,0.15506998668059271,Q1_LowestVuln,0
IND_00421,AFR,0.3336973201267145,Q2_LowVuln,0
IND_00422,SAS,0.15445536563647538,Q1_LowestVuln,0
IND_00423,EUR,0.13448651016227023,Q1_LowestVuln,0
IND_00424,SAS,0.8050517629447107,Q4_HighestVuln,1
IND_00425,EUR,0.1630931923133063,Q1_LowestVuln,0
IND_00426,AFR,0.8754572687916378,Q4_HighestVuln,1
IND_00427,EAS,0.3875700878126267,Q2_LowVuln,0
IND_00428,EUR,0.6401513175982173,Q3_MedVuln,0
IND_00429,AMR,0.8660239367228323,Q4_HighestVuln,1
IND_00430,AFR,0.6898090974471698,Q3_MedVuln,0
IND_00431,AFR,0.7146704983700847,Q3_MedVuln,0
IND_00432,AMR,0.8006712293100201,Q4_HighestVuln,1
IND_00433,EAS,0.44244602944040484,Q2_LowVuln,0
IND_00434,EUR,0.4373250226594707,Q2_LowVuln,0
IND_00435,SAS,0.6545370227153109,Q3_MedVuln,0
IND_00436,AFR,0.7858457976810659,Q4_HighestVuln,1
IND_00437,EAS,0.380630551901163,Q2_LowVuln,0
IND_00438,EAS,0.38608735994647586,Q2_LowVuln,0
IND_00439,EAS,0.6120405615089072,Q3_MedVuln,0
IND_00440,EAS,0.3292076582265891,Q2_LowVuln,0
IND_00441,AFR,0.7673459554536068,Q4_HighestVuln,1
IND_00442,AMR,0.5866742076182189,Q3_MedVuln,0
IND_00443,EAS,0.4491713146889242,Q2_LowVuln,0
IND_00444,AFR,0.7264882345201702,Q3_MedVuln,0
IND_00445,EAS,0.33563945875506324,Q2_LowVuln,0
